13:28:32,53.9466996,-1.0270454,-12.29,0.0,20.97,0.6
13:28:33,53.9467004,-1.0270563,-12.37,0.0,21.12,0.6
13:28:33,53.9467004,-1.0270563,-12.37,0.0,21.12,0.6
13:28:33,53.9467004,-1.0270563,-12.37,0.0,21.12,0.6
13:28:34,53.9467046,-1.0270576,-12.22,0.0,21.11,0.61
13:28:35,53.9467071,-1.0270576,-12.46,0.0,20.98,0.61
13:28:36,53.9467079,-1.0270551,-12.44,0.0,21.01,0.6
13:28:36,53.9467079,-1.0270551,-12.44,0.0,21.01,0.6
13:28:36,53.9467079,-1.0270551,-12.44,0.0,21.01,0.6
13:28:37,53.9467108,-1.0270568,-12.18,2.63,21.12,0.6
13:28:38,53.946711,-1.0270559,-12.37,0.19,21.15,0.6
13:28:39,53.9467099,-1.027056,-12.04,0.0,20.98,0.6
13:28:40,53.9467106,-1.027056,-12.01,0.0,21.07,0.61
13:28:40,53.9467106,-1.027056,-12.01,0.0,21.07,0.61
13:28:41,53.946711,-1.0270557,-12.2,0.0,21.11,0.6
13:28:42,53.9467104,-1.0270539,-12.3,1.14,21.01,0.6
13:28:43,53.9467091,-1.0270524,-12.06,0.0,21.05,0.59
13:28:44,53.9467074,-1.0270518,-12.21,0.38,21.09,0.59
13:28:45,53.9467065,-1.0270525,-12.08,0.0,20.98,0.59
13:28:46,53.9467034,-1.0270515,-12.12,1.12,21.05,0.61
13:28:46,53.9467034,-1.0270515,-12.12,1.12,21.05,0.61
13:28:46,53.9467034,-1.0270515,-12.12,1.12,21.05,0.61
13:28:47,53.9467019,-1.0270515,-12.21,0.0,21.02,0.63
13:28:48,53.9466994,-1.0270511,-12.21,0.0,21.0,0.63
13:28:49,53.9466974,-1.0270512,-12.09,2.06,21.15,0.63
13:28:50,53.9466958,-1.0270509,-12.42,0.0,21.08,0.63
13:28:50,53.9466958,-1.0270509,-12.42,0.0,21.08,0.63
13:28:51,53.9466954,-1.02705,-12.22,0.0,21.1,0.6
13:28:51,53.9466954,-1.02705,-12.22,0.0,21.1,0.6
13:32:30,53.9466044,-1.0270538,-12.94,368.97,21.14,0.55
13:32:30,53.9466044,-1.0270538,-12.94,368.97,21.14,0.55
13:32:32,53.9466041,-1.027054,-13.38,380.97,21.01,0.55
13:32:33,53.9466038,-1.027054,-13.12,374.35,21.11,0.55
13:32:34,53.9466038,-1.027054,-12.92,365.31,21.17,0.55
13:32:35,53.9466039,-1.0270542,-12.78,358.74,21.14,0.55
13:32:36,53.9466037,-1.0270542,-12.78,362.45,21.11,0.55
13:32:37,53.9466039,-1.0270543,-12.75,365.63,21.09,0.55
13:32:38,53.9466039,-1.0270543,-13.07,367.28,21.15,0.55
13:32:39,53.9466038,-1.0270543,-12.76,361.38,21.06,0.54
13:32:40,53.9466036,-1.0270543,-13.08,372.92,21.14,0.55
13:32:40,53.9466036,-1.0270543,-13.08,372.92,21.14,0.55
13:32:41,53.9466035,-1.0270542,-12.89,365.95,21.02,0.54
13:32:42,53.946603,-1.0270544,-12.76,357.86,21.03,0.55
13:32:43,53.9466024,-1.0270544,-12.79,356.24,21.02,0.54
13:32:44,53.946602,-1.0270541,-12.66,360.13,21.08,0.54
13:32:45,53.9466014,-1.0270538,-12.84,356.65,21.01,0.55
13:32:46,53.9466007,-1.0270536,-12.65,354.26,20.96,0.55
13:32:47,53.9465999,-1.0270533,-12.65,353.88,21.06,0.55
13:32:48,53.9465991,-1.0270528,-12.66,355.47,21.1,0.54
13:32:49,53.9465984,-1.0270523,-12.79,352.32,21.01,0.55
13:32:50,53.9465975,-1.027052,-12.7,352.34,21.04,0.54
13:32:51,53.9465967,-1.0270516,-12.69,348.21,21.04,0.55
13:32:52,53.9465957,-1.0270513,-13.08,355.95,21.03,0.55
13:32:52,53.9465957,-1.0270513,-13.08,355.95,21.03,0.55
13:32:53,53.9465949,-1.0270506,-12.89,354.71,21.13,0.54
13:32:54,53.9465944,-1.0270498,-12.73,348.37,21.12,0.55
13:32:54,53.9465944,-1.0270498,-12.73,348.37,21.12,0.55
13:32:55,53.9465938,-1.027049,-12.78,349.34,21.05,0.54
13:32:56,53.946593,-1.0270482,-12.74,381.01,21.02,0.54
13:32:57,53.946589,-1.0270481,-12.83,415.13,21.01,0.55
13:32:58,53.9465858,-1.0270481,-12.64,393.2,21.02,0.54
13:32:59,53.9465836,-1.0270481,-12.69,386.15,21.06,0.54
13:33:00,53.9465818,-1.0270483,-13.05,377.73,21.18,0.55
13:33:00,53.9465818,-1.0270483,-13.05,377.73,21.18,0.55
13:33:00,53.9465818,-1.0270483,-13.05,377.73,21.18,0.55
13:33:01,53.9465801,-1.0270486,-13.06,377.59,21.27,0.54
13:33:02,53.9465785,-1.0270489,-12.82,364.41,21.16,0.54
13:33:03,53.9465771,-1.0270488,-12.88,356.24,21.02,0.54
13:33:04,53.946576,-1.0270488,-12.82,345.58,21.0,0.54
13:33:05,53.9465751,-1.0270486,-12.82,339.3,21.02,0.54
13:33:06,53.9465742,-1.0270484,-12.94,331.79,21.04,0.55
13:33:07,53.9465735,-1.0270484,-13.07,330.96,21.04,0.54
13:33:08,53.9465729,-1.0270484,-13.15,337.6,21.09,0.54
13:33:09,53.9465723,-1.0270482,-13.02,324.44,21.01,0.54
13:33:10,53.9465718,-1.027048,-13.12,327.48,20.98,0.54
13:33:11,53.9465713,-1.0270478,-13.06,328.34,21.09,0.54
13:33:12,53.9465709,-1.0270475,-13.16,327.78,21.01,0.54
13:33:13,53.9465706,-1.0270473,-13.2,330.31,21.01,0.54
13:33:14,53.9465705,-1.0270468,-13.16,327.38,21.09,0.54
13:33:15,53.9465709,-1.0270465,-13.48,345.06,21.09,0.55
13:33:16,53.9465715,-1.0270456,-13.27,369.15,21.1,0.55
13:33:17,53.9465723,-1.0270445,-13.24,360.91,21.12,0.54
13:33:18,53.9465729,-1.0270431,-13.33,352.82,21.02,0.54
13:33:19,53.9465734,-1.0270421,-13.41,323.33,21.09,0.54
13:33:20,53.9465739,-1.0270417,-13.41,305.75,21.11,0.55
13:33:20,53.9465739,-1.0270417,-13.41,305.75,21.11,0.55
13:33:21,53.9465743,-1.0270411,-13.33,344.69,21.11,0.55
13:33:22,53.9465747,-1.0270399,-13.62,371.53,21.18,0.55
13:33:23,53.9465752,-1.0270385,-13.43,366.56,21.08,0.53
13:33:23,53.9465752,-1.0270385,-13.43,366.56,21.08,0.53
13:33:24,53.9465753,-1.0270372,-13.64,365.62,21.17,0.53
13:33:25,53.9465752,-1.0270361,-13.55,356.68,21.04,0.53
13:33:25,53.9465752,-1.0270361,-13.55,356.68,21.04,0.53
13:33:26,53.946575,-1.0270352,-13.54,337.44,20.98,0.53
13:33:26,53.946575,-1.0270352,-13.54,337.44,20.98,0.53
13:33:27,53.9465751,-1.0270347,-13.36,316.29,21.07,0.52
13:33:28,53.9465751,-1.0270347,-13.31,304.23,21.12,0.51
13:33:29,53.9465753,-1.027035,-13.48,292.89,21.01,0.52
13:33:30,53.9465758,-1.0270358,-13.62,316.97,20.93,0.52
13:33:31,53.9465762,-1.0270366,-13.34,309.14,21.04,0.52
13:33:32,53.9465765,-1.0270376,-13.68,334.58,21.0,0.52
13:33:33,53.9465766,-1.0270389,-13.29,319.4,21.08,0.52
13:33:34,53.9465768,-1.02704,-13.4,319.83,21.11,0.51
13:33:35,53.9465768,-1.0270412,-13.39,324.91,21.14,0.52
13:33:36,53.9465768,-1.0270424,-13.29,308.87,21.18,0.52
13:33:37,53.9465767,-1.0270431,-13.31,291.04,21.03,0.51
13:33:37,53.9465767,-1.0270431,-13.31,291.04,21.03,0.51
13:33:38,53.9465764,-1.0270433,-13.42,329.69,21.14,0.51
13:33:39,53.9465757,-1.027043,-13.56,356.32,21.13,0.49
13:33:39,53.9465757,-1.027043,-13.56,356.32,21.13,0.49
13:33:40,53.9465751,-1.0270429,-13.65,354.87,21.11,0.49
13:33:41,53.946575,-1.027043,-13.51,313.68,21.01,0.5
13:33:42,53.9465754,-1.0270434,-13.46,323.85,21.15,0.49
13:33:42,53.9465754,-1.0270434,-13.46,323.85,21.15,0.49
13:33:42,53.9465754,-1.0270434,-13.46,323.85,21.15,0.49
13:33:43,53.9465758,-1.0270438,-13.5,313.66,21.0,0.5
13:33:44,53.9465759,-1.027044,-13.36,300.0,21.15,0.5
13:33:45,53.9465757,-1.0270444,-13.44,304.35,21.07,0.49
13:33:46,53.9465758,-1.0270449,-13.41,308.82,21.07,0.49
13:33:47,53.9465766,-1.0270457,-13.53,342.16,21.03,0.48
13:33:47,53.9465766,-1.0270457,-13.53,342.16,21.03,0.48
13:33:48,53.9465775,-1.0270466,-13.59,358.32,21.06,0.49
13:33:49,53.9465787,-1.0270479,-13.54,350.66,21.03,0.49
13:33:50,53.9465798,-1.0270495,-13.67,357.04,21.0,0.5
13:33:51,53.9465806,-1.0270512,-13.72,349.13,21.02,0.49
13:33:52,53.9465811,-1.0270524,-13.44,335.9,21.18,0.49
13:33:53,53.9465817,-1.0270536,-13.73,348.97,21.02,0.49
13:33:54,53.9465829,-1.0270544,-13.64,357.11,21.03,0.49
13:33:55,53.9465841,-1.0270549,-13.74,365.75,21.03,0.49
13:33:56,53.9465857,-1.0270553,-13.51,357.32,21.07,0.49
13:33:57,53.9465873,-1.0270558,-13.48,353.89,21.02,0.49
13:33:58,53.9465886,-1.0270565,-13.7,354.06,21.05,0.49
13:33:59,53.9465899,-1.0270572,-13.47,342.77,20.99,0.49
13:34:00,53.9465914,-1.0270577,-13.66,350.96,21.14,0.49
13:34:01,53.9465928,-1.0270575,-13.53,343.61,21.0,0.49
13:34:01,53.9465928,-1.0270575,-13.53,343.61,21.0,0.49
13:34:02,53.9465943,-1.0270571,-13.33,336.77,21.04,0.49
13:34:03,53.9465957,-1.0270567,-13.42,340.95,21.12,0.48
13:34:04,53.9465967,-1.0270558,-13.55,336.65,21.03,0.49
13:34:05,53.9465978,-1.0270557,-13.59,362.04,21.25,0.49
13:34:06,53.9465997,-1.0270572,-13.55,358.33,21.17,0.48
13:34:07,53.9466019,-1.0270598,-13.31,319.65,21.07,0.5
13:34:08,53.9466064,-1.027066,-12.75,56.25,21.11,0.5
13:34:09,53.9466125,-1.0270633,-12.9,61.56,21.09,0.51
13:34:10,53.9466175,-1.0270613,-12.98,29.55,21.0,0.51
13:34:11,53.9466223,-1.0270573,-12.84,6.68,20.99,0.5
13:34:12,53.9466275,-1.0270559,-13.15,0.0,21.12,0.5
13:34:13,53.9466309,-1.0270537,-13.03,6.37,21.03,0.5
13:34:14,53.9466333,-1.0270529,-12.96,0.99,21.02,0.49
13:34:15,53.9466339,-1.0270511,-13.5,7.2,21.01,0.48
13:34:16,53.9466342,-1.0270505,-13.24,0.2,21.17,0.49
13:34:17,53.9466344,-1.0270509,-13.38,0.0,21.08,0.48
13:34:18,53.9466346,-1.0270507,-13.3,0.41,21.02,0.48
13:34:19,53.946634,-1.0270508,-13.53,0.0,21.04,0.47
13:34:20,53.9466336,-1.0270507,-13.51,0.0,21.09,0.48
13:34:21,53.9466334,-1.0270507,-13.67,0.0,21.02,0.47
13:34:22,53.9466332,-1.0270503,-13.72,0.0,21.12,0.48
13:34:23,53.9466327,-1.0270499,-13.72,0.0,21.16,0.48
13:34:24,53.9466324,-1.0270494,-13.69,0.0,21.03,0.48
13:34:25,53.946632,-1.027049,-13.43,0.0,21.05,0.48
13:34:26,53.9466322,-1.0270487,-13.39,0.0,21.1,0.49
13:34:27,53.9466335,-1.0270487,-13.4,0.0,21.16,0.49
13:34:28,53.9466338,-1.0270496,-13.64,0.0,21.04,0.48
13:34:29,53.9466339,-1.0270485,-13.4,0.0,21.07,0.49
13:34:30,53.9466338,-1.027048,-13.37,0.0,21.13,0.48
13:34:31,53.9466347,-1.027046,-13.46,0.0,20.98,0.54
13:34:32,53.9466364,-1.0270449,-13.55,0.83,21.12,0.56
13:34:33,53.9466379,-1.0270457,-13.4,0.0,21.18,0.56
13:34:34,53.9466395,-1.0270463,-13.57,0.0,21.04,0.54
13:34:35,53.9466422,-1.0270467,-13.46,0.0,21.08,0.53
13:34:36,53.9466447,-1.0270474,-13.66,0.0,21.05,0.52
13:34:37,53.9466514,-1.0270524,-13.82,0.84,21.02,0.54
13:34:38,53.946658,-1.0270573,-13.75,0.0,21.0,0.54
13:34:39,53.946663,-1.0270531,-13.66,0.0,21.01,0.51
